step	loss
0	0.6246453566112041
1	0.3643285937907435
2	0.24044125965834054
3	0.1433768608943149
4	0.15328528997580465
5	0.13021742026405814
6	0.11758002462289732
7	0.14724929872405332
8	0.10815537733160638
9	0.10893792568960123
10	0.11591951735573006
11	0.1406649653150598
12	0.14690376190919324
13	0.07684184127932353
14	0.1397836151438459
15	0.14284022821040768
16	0.13285680643362568
17	0.07569643493180248
18	0.0655228038659896
